resume_text,label,job_title
hands-on experience in typescript mongodb node express docker salesforce communication skills: typescript mongodb node express docker,Software Development,Full Stack Developer
responsible for developing solutions using recat tailwind typescript cs htlm figma critical thinking leadership skills: react tailwind typescript css html figma,Design,Frontend Developer
passionate about learning new technologies such as slq hadoop airflow pyhton etl spark leadership skills: sql hadoop airflow python etl spark,Data Engineering,Data Engineer
responsible for developing solutions using xd figma user testing prototyping wireframes communication skills: xd figma user testing prototyping wireframes,Design,UI/UX Designer
passionate about learning new technologies such as powerbi excel slq pandas matplotlib statistics salesforce presentation skills skills: powerbi excel sql pandas matplotlib statistics,Data Science,Data Analyst
actively collaborated in team settings using recruitment payroll hrms onboarding content writing attention to detail skills: recruitment payroll hrms onboarding,HR,HR Specialist
worked on several projects involving django pyhton git rest team player adaptability skills: django python git rest,Software Development,Backend Developer
hands-on experience in typescript tailwind recat figma problem solving skills: typescript tailwind react figma,Design,Frontend Developer
worked on several projects involving excel powerbi statistics slq pandas matplotlib salesforce skills: excel powerbi statistics sql pandas matplotlib,Data Science,Data Analyst
hands-on experience in airflow hadoop pyhton slq spark critical thinking adaptability skills: airflow hadoop python sql spark,Data Engineering,Data Engineer
hands-on experience in pandas slq excel matplotlib statistics powerbi adaptability supply chain skills: pandas sql excel matplotlib statistics powerbi,Data Science,Data Analyst
responsible for developing solutions using vpn routing firewalls switching cisco excel presentation skills skills: vpn routing firewalls switching cisco,IT Infrastructure,Network Engineer
hands-on experience in htlm typescript tailwind figma leadership skills: html typescript tailwind figma,Design,Frontend Developer
actively collaborated in team settings using keras tensorflow sklearn pandas presentation skills skills: keras tensorflow sklearn pandas,Data Science,ML Engineer
worked on several projects involving spark airflow pyhton slq problem solving skills: spark airflow python sql,Data Engineering,Data Engineer
passionate about learning new technologies such as payroll onboarding recruitment hrms employee relations adaptability skills: payroll onboarding recruitment hrms employee relations,HR,HR Specialist
worked on several projects involving pyhton keras sklearn tensorflow numpy pandas team player critical thinking skills: python keras sklearn tensorflow numpy pandas,Data Science,ML Engineer
actively collaborated in team settings using powerbi pandas excel statistics slq attention to detail skills: powerbi pandas excel statistics sql,Data Science,Data Analyst
worked on several projects involving matplotlib pandas excel powerbi logistics adaptability skills: matplotlib pandas excel powerbi,Data Science,Data Analyst
responsible for developing solutions using excel matplotlib slq powerbi statistics pandas problem solving skills: excel matplotlib sql powerbi statistics pandas,Data Science,Data Analyst
responsible for developing solutions using hrms recruitment payroll onboarding employee relations critical thinking salesforce skills: hrms recruitment payroll onboarding employee relations,HR,HR Specialist
actively collaborated in team settings using wireframes figma xd prototyping user testing team player presentation skills skills: wireframes figma xd prototyping user testing,Design,UI/UX Designer
